index,team_abbr,opp_abbr,pf,pa,pace,location,datetime,true_pace
2022-03-12-23-long-beach-state,CAL-STATE-FULLERTON,LONG-BEACH-STATE,72,71,70,Neutral,3/12/22,FALSE
2022-03-12-23-long-beach-state,LONG-BEACH-STATE,CAL-STATE-FULLERTON,71,72,70,Neutral,3/12/22,FALSE
2021-12-01-19-evansville,EVANSVILLE,SOUTHERN-ILLINOIS,52,54,51.5,Home,12/1/21,TRUE
2021-11-28-10-drake,DRAKE,NORTH-TEXAS,54,57,53.7,Neutral,11/28/21,TRUE
2022-01-20-19-north-texas,CHARLOTTE,NORTH-TEXAS,51,65,53.9,Away,1/20/22,TRUE
2022-01-22-19-wofford,FURMAN,WOFFORD,75,50,54,Away,1/22/22,TRUE
2021-12-03-20-virginia,PITTSBURGH,VIRGINIA,56,57,54,Away,12/3/21,TRUE
2021-11-13-12-south-florida,GEORGIA-SOUTHERN,SOUTH-FLORIDA,53,41,54.8,Away,11/13/21,TRUE
2021-11-27-16-oregon-state,OREGON-STATE,PENN-STATE,45,60,54.8,Neutral,11/27/21,TRUE
2022-03-10-18-north-texas,NORTH-TEXAS,RICE,68,50,54.9,Neutral,3/10/22,TRUE
2022-03-10-18-north-texas,RICE,NORTH-TEXAS,50,68,54.9,Neutral,3/10/22,TRUE
2022-02-05-17-loyola-md,LOYOLA-MD,NAVY,55,56,55.3,Home,2/5/22,TRUE
2022-01-03-20-arkansas-pine-bluff,ALABAMA-AM,ARKANSAS-PINE-BLUFF,70,50,55.4,Away,1/3/22,TRUE
2022-02-05-14-northeastern,NORTHEASTERN,TOWSON,58,53,55.5,Home,2/5/22,TRUE
2022-02-17-19-florida-atlantic,FLORIDA-ATLANTIC,NORTH-TEXAS,51,54,55.6,Home,2/17/22,TRUE
2022-02-17-19-florida-atlantic,NORTH-TEXAS,FLORIDA-ATLANTIC,54,51,55.6,Away,2/17/22,TRUE
2022-01-27-20-southern-illinois,LOYOLA-IL,SOUTHERN-ILLINOIS,44,39,55.7,Away,1/27/22,TRUE
2022-01-29-20-texas,TENNESSEE,TEXAS,51,52,55.7,Away,1/29/22,TRUE
2022-02-19-22-fresno-state,FRESNO-STATE,SAN-DIEGO-STATE,44,61,55.7,Home,2/19/22,TRUE
2022-02-19-22-fresno-state,SAN-DIEGO-STATE,FRESNO-STATE,61,44,55.7,Away,2/19/22,TRUE
2022-02-09-19-dayton,DAYTON,DUQUESNE,75,54,55.8,Home,2/9/22,TRUE
2021-12-05-16-san-diego,CAL-POLY,SAN-DIEGO,51,52,55.9,Away,12/5/21,TRUE
2021-12-11-22-wyoming,UTAH-VALLEY,WYOMING,62,74,55.9,Away,12/11/21,TRUE
2022-02-01-23-san-jose-state,FRESNO-STATE,SAN-JOSE-STATE,73,43,56,Away,2/1/22,TRUE
2021-11-18-18-providence,NEW-HAMPSHIRE,PROVIDENCE,58,69,56,Away,11/18/21,TRUE
2022-01-12-21-virginia,VIRGINIA-TECH,VIRGINIA,52,54,56,Away,1/12/22,TRUE
2022-02-22-21-air-force,AIR-FORCE,FRESNO-STATE,40,65,56,Home,2/22/22,TRUE
2022-02-22-21-air-force,FRESNO-STATE,AIR-FORCE,65,40,56,Away,2/22/22,TRUE
2022-01-22-16-north-carolina-state,NORTH-CAROLINA-STATE,VIRGINIA,77,63,56.1,Home,1/22/22,TRUE
2022-02-07-19-virginia-tech,PITTSBURGH,VIRGINIA-TECH,47,74,56.1,Away,2/7/22,TRUE
2021-11-28-13-boston-university,BOSTON-UNIVERSITY,MERRIMACK,61,60,56.2,Home,11/28/21,TRUE
2022-01-22-12-minnesota,MINNESOTA,RUTGERS,68,65,56.2,Home,1/22/22,TRUE
2022-02-03-19-central-connecticut-state,CENTRAL-CONNECTICUT-STATE,WAGNER,52,54,56.4,Home,2/3/22,TRUE
2022-02-09-19-rutgers,OHIO-STATE,RUTGERS,64,66,56.4,Away,2/9/22,TRUE
2022-02-19-18-jacksonville,JACKSONVILLE,KENNESAW-STATE,59,56,56.4,Home,2/19/22,TRUE
2022-02-19-18-jacksonville,KENNESAW-STATE,JACKSONVILLE,56,59,56.4,Away,2/19/22,TRUE
2021-12-21-19-high-point,FLORIDA-ATLANTIC,HIGH-POINT,52,55,56.5,Away,12/21/21,TRUE
2022-02-23-20-south-alabama,SOUTH-ALABAMA,TEXAS-STATE,52,55,56.5,Home,2/23/22,TRUE
2022-02-23-20-south-alabama,TEXAS-STATE,SOUTH-ALABAMA,55,52,56.5,Away,2/23/22,TRUE
2021-12-21-17-maine,MAINE,MERRIMACK,47,49,56.6,Home,12/21/21,TRUE
2022-01-31-19-austin-peay,AUSTIN-PEAY,SOUTHERN-ILLINOIS-EDWARDSVILLE,68,63,56.7,Home,1/31/22,TRUE
2021-11-20-16-virginia-commonwealth,CHATTANOOGA,VIRGINIA-COMMONWEALTH,56,54,56.7,Away,11/20/21,TRUE
2021-11-23-19-providence,PROVIDENCE,VIRGINIA,40,58,56.7,Neutral,11/23/21,TRUE
2022-02-26-20-california,CALIFORNIA,STANFORD,53,39,56.7,Home,2/26/22,TRUE
2022-02-26-20-california,STANFORD,CALIFORNIA,39,53,56.7,Away,2/26/22,TRUE
2022-01-22-14-loyola-md,AMERICAN,LOYOLA-MD,73,78,56.8,Away,1/22/22,TRUE
2022-03-05-18-liberty,BELLARMINE,LIBERTY,53,50,56.8,Away,3/5/22,TRUE
2022-03-05-18-liberty,LIBERTY,BELLARMINE,50,53,56.8,Home,3/5/22,TRUE
2022-01-18-19-ohio-state,IUPUI,OHIO-STATE,37,83,56.9,Away,1/18/22,TRUE
2022-03-07-19-chattanooga,CHATTANOOGA,FURMAN,64,63,56.9,Neutral,3/7/22,TRUE
2022-03-07-19-chattanooga,FURMAN,CHATTANOOGA,63,64,56.9,Neutral,3/7/22,TRUE
2022-02-05-14-wofford,EAST-TENNESSEE-STATE,WOFFORD,60,62,57,Away,2/5/22,TRUE
2022-01-24-19-virginia,LOUISVILLE,VIRGINIA,52,64,57,Away,1/24/22,TRUE
2022-02-26-16-drake,DRAKE,SOUTHERN-ILLINOIS,62,60,57,Home,2/26/22,TRUE
2022-02-26-16-drake,SOUTHERN-ILLINOIS,DRAKE,60,62,57,Away,2/26/22,TRUE
2022-01-22-12-boston-college,BOSTON-COLLEGE,VIRGINIA-TECH,68,63,57.1,Home,1/22/22,TRUE
2021-11-18-15-north-carolina-greensboro,GREEN-BAY,NORTH-CAROLINA-GREENSBORO,58,60,57.1,Neutral,11/18/21,TRUE
2022-02-05-16-texas-am,MISSOURI,TEXAS-AM,70,66,57.1,Away,2/5/22,TRUE
2022-01-20-19-sam-houston-state,NEW-MEXICO-STATE,SAM-HOUSTON-STATE,46,71,57.1,Away,1/20/22,TRUE
2022-01-22-17-mercer,MERCER,WESTERN-CAROLINA,72,64,57.2,Home,1/22/22,TRUE
2021-11-22-20-north-dakota-state,NORTH-DAKOTA-STATE,TARLETON-STATE,54,53,57.2,Home,11/22/21,TRUE
2022-01-15-14-campbell,CAMPBELL,RADFORD,70,58,57.3,Home,1/15/22,TRUE
2022-01-27-20-minnesota,MINNESOTA,OHIO-STATE,64,75,57.3,Home,1/27/22,TRUE
2021-12-21-20-tarleton-state,AIR-FORCE,TARLETON-STATE,45,67,57.4,Away,12/21/21,TRUE
2022-01-04-21-colorado-state,AIR-FORCE,COLORADO-STATE,59,67,57.4,Away,1/4/22,TRUE
2022-01-27-19-stetson,BELLARMINE,STETSON,72,47,57.4,Away,1/27/22,TRUE
2022-01-29-16-gardner-webb,GARDNER-WEBB,RADFORD,61,42,57.4,Home,1/29/22,TRUE
2021-12-01-22-oregon,CALIFORNIA-RIVERSIDE,OREGON,65,71,57.5,Away,12/1/21,TRUE
2022-01-26-19-high-point,HIGH-POINT,RADFORD,63,58,57.5,Home,1/26/22,TRUE
2022-02-23-20-loyola-il,EVANSVILLE,LOYOLA-IL,31,82,57.5,Away,2/23/22,TRUE
2022-02-23-20-loyola-il,LOYOLA-IL,EVANSVILLE,82,31,57.5,Home,2/23/22,TRUE
2022-02-20-19-bellarmine,BELLARMINE,JACKSONVILLE-STATE,67,82,57.6,Home,2/20/22,TRUE
2022-02-20-19-bellarmine,JACKSONVILLE-STATE,BELLARMINE,82,67,57.6,Away,2/20/22,TRUE
2022-01-27-19-jacksonville,JACKSONVILLE,LIPSCOMB,66,59,57.7,Home,1/27/22,TRUE
2022-01-29-16-louisiana-tech,LOUISIANA-TECH,NORTH-TEXAS,62,63,57.7,Home,1/29/22,TRUE
2022-02-25-21-troy,TEXAS-STATE,TROY,66,61,57.7,Away,2/25/22,TRUE
2022-02-25-21-troy,TROY,TEXAS-STATE,61,66,57.7,Home,2/25/22,TRUE
2022-01-15-16-washington-state,CALIFORNIA,WASHINGTON-STATE,57,65,57.8,Away,1/15/22,TRUE
2021-12-15-20-texas-state,LAMAR,TEXAS-STATE,47,67,57.8,Away,12/15/21,TRUE
2022-02-11-21-colorado-state,COLORADO-STATE,FRESNO-STATE,65,50,57.8,Home,2/11/22,TRUE
2022-02-08-22-nevada-las-vegas,AIR-FORCE,NEVADA-LAS-VEGAS,44,78,57.9,Away,2/8/22,TRUE
2022-01-26-19-new-hampshire,MAINE,NEW-HAMPSHIRE,61,73,57.9,Away,1/26/22,TRUE
2022-02-20-13-butler,BUTLER,PROVIDENCE,70,71,57.9,Home,2/20/22,TRUE
2022-02-20-13-butler,PROVIDENCE,BUTLER,71,70,57.9,Away,2/20/22,TRUE
2021-11-29-19-virginia,IOWA,VIRGINIA,75,74,58,Away,11/29/21,TRUE
2021-12-07-18-james-madison,JAMES-MADISON,VIRGINIA,52,49,58,Home,12/7/21,TRUE
2021-11-27-17-north-carolina-greensboro,NORTH-CAROLINA-GREENSBORO,VERMONT,54,51,58,Home,11/27/21,TRUE
2022-02-23-19-north-carolina-greensboro,NORTH-CAROLINA-GREENSBORO,WESTERN-CAROLINA,73,64,58,Home,2/23/22,TRUE
2022-02-23-19-north-carolina-greensboro,WESTERN-CAROLINA,NORTH-CAROLINA-GREENSBORO,64,73,58,Away,2/23/22,TRUE
2022-03-05-16-wyoming,FRESNO-STATE,WYOMING,64,68,58,Away,3/5/22,TRUE
2022-03-05-16-wyoming,WYOMING,FRESNO-STATE,68,64,58,Home,3/5/22,TRUE
2022-01-05-19-campbell,CAMPBELL,NORTH-CAROLINA-ASHEVILLE,54,60,58.1,Home,1/5/22,TRUE
2022-02-23-19-jacksonville,JACKSONVILLE,NORTH-FLORIDA,71,39,58.1,Home,2/23/22,TRUE
2022-02-23-19-jacksonville,NORTH-FLORIDA,JACKSONVILLE,39,71,58.1,Away,2/23/22,TRUE
2022-03-10-21-monmouth,MONMOUTH,NIAGARA,61,58,58.1,Neutral,3/10/22,TRUE
2022-03-10-21-monmouth,NIAGARA,MONMOUTH,58,61,58.1,Neutral,3/10/22,TRUE
2022-01-02-16-penn-state,INDIANA,PENN-STATE,58,61,58.2,Away,1/2/22,TRUE
2021-11-17-17-texas-san-antonio,IUPUI,TEXAS-SAN-ANTONIO,57,60,58.2,Away,11/17/21,TRUE
2022-02-13-16-boise-state,BOISE-STATE,COLORADO-STATE,74,77,58.2,Home,2/13/22,TRUE
2022-03-10-14-miami-fl,BOSTON-COLLEGE,MIAMI-FL,69,71,58.2,Neutral,3/10/22,TRUE
2022-03-10-14-miami-fl,MIAMI-FL,BOSTON-COLLEGE,71,69,58.2,Neutral,3/10/22,TRUE
2022-01-27-22-california-irvine,CAL-STATE-BAKERSFIELD,CALIFORNIA-IRVINE,52,57,58.3,Away,1/27/22,TRUE
2022-02-03-17-eastern-kentucky,EASTERN-KENTUCKY,KENNESAW-STATE,82,81,58.3,Home,2/3/22,TRUE
2021-12-01-19-morehead-state,GEORGIA-SOUTHERN,MOREHEAD-STATE,51,59,58.3,Away,12/1/21,TRUE
2022-01-19-19-hartford,HARTFORD,NEW-HAMPSHIRE,69,57,58.3,Home,1/19/22,TRUE
2022-02-04-19-siena,RIDER,SIENA,74,60,58.3,Away,2/4/22,TRUE
2022-02-16-19-new-hampshire,NEW-HAMPSHIRE,VERMONT,50,71,58.3,Home,2/16/22,TRUE
2022-02-16-19-new-hampshire,VERMONT,NEW-HAMPSHIRE,71,50,58.3,Away,2/16/22,TRUE
2022-02-19-16-alabama-birmingham,ALABAMA-BIRMINGHAM,NORTH-TEXAS,57,58,58.3,Home,2/19/22,TRUE
2022-02-22-21-boise-state,BOISE-STATE,SAN-DIEGO-STATE,58,57,58.3,Home,2/22/22,TRUE
2022-02-18-19-detroit-mercy,DETROIT-MERCY,NORTHERN-KENTUCKY,60,52,58.3,Home,2/18/22,TRUE
2022-02-19-16-alabama-birmingham,NORTH-TEXAS,ALABAMA-BIRMINGHAM,58,57,58.3,Away,2/19/22,TRUE
2022-02-18-19-detroit-mercy,NORTHERN-KENTUCKY,DETROIT-MERCY,52,60,58.3,Away,2/18/22,TRUE
2022-02-22-21-boise-state,SAN-DIEGO-STATE,BOISE-STATE,57,58,58.3,Away,2/22/22,TRUE
2022-02-07-20-arkansas-pine-bluff,ARKANSAS-PINE-BLUFF,JACKSON-STATE,47,60,58.4,Home,2/7/22,TRUE
2022-01-18-20-evansville,EVANSVILLE,LOYOLA-IL,48,77,58.4,Home,1/18/22,TRUE
2022-02-08-21-penn-state,MICHIGAN,PENN-STATE,58,57,58.4,Away,2/8/22,TRUE
2022-02-12-15-rice,NORTH-TEXAS,RICE,67,44,58.4,Away,2/12/22,TRUE
2022-02-19-14-iowa-state,IOWA-STATE,OKLAHOMA,75,54,58.4,Home,2/19/22,TRUE
2022-02-19-14-iowa-state,OKLAHOMA,IOWA-STATE,54,75,58.4,Away,2/19/22,TRUE
2022-03-03-19-sam-houston-state,SAM-HOUSTON-STATE,TARLETON-STATE,69,50,58.4,Home,3/3/22,TRUE
2022-03-03-19-sam-houston-state,TARLETON-STATE,SAM-HOUSTON-STATE,50,69,58.4,Away,3/3/22,TRUE
2022-01-18-19-dayton,DAYTON,ST-BONAVENTURE,68,50,58.5,Home,1/18/22,TRUE
2022-01-25-19-villanova,DEPAUL,VILLANOVA,43,67,58.5,Away,1/25/22,TRUE
2022-03-08-21-cal-state-northridge,CAL-STATE-BAKERSFIELD,CAL-STATE-NORTHRIDGE,58,45,58.5,Neutral,3/8/22,TRUE
2022-03-08-21-cal-state-northridge,CAL-STATE-NORTHRIDGE,CAL-STATE-BAKERSFIELD,45,58,58.5,Neutral,3/8/22,TRUE
2022-01-22-19-akron,AKRON,EASTERN-MICHIGAN,46,44,58.6,Home,1/22/22,TRUE
2022-01-17-15-merrimack,MERRIMACK,MOUNT-ST-MARYS,50,57,58.6,Home,1/17/22,TRUE
2022-02-13-15-north-carolina-greensboro,MERCER,NORTH-CAROLINA-GREENSBORO,73,64,58.6,Away,2/13/22,TRUE
2022-03-08-17-bellarmine,BELLARMINE,JACKSONVILLE,77,72,58.6,Home,3/8/22,TRUE
2022-03-08-17-bellarmine,JACKSONVILLE,BELLARMINE,72,77,58.6,Away,3/8/22,TRUE
2022-03-11-23-colorado-state,COLORADO-STATE,SAN-DIEGO-STATE,58,63,58.6,Neutral,3/11/22,TRUE
2022-03-11-23-colorado-state,SAN-DIEGO-STATE,COLORADO-STATE,63,58,58.6,Neutral,3/11/22,TRUE
2022-02-07-19-belmont,AUSTIN-PEAY,BELMONT,58,72,58.7,Away,2/7/22,TRUE
2021-12-18-14-miami-oh,BELLARMINE,MIAMI-OH,77,68,58.7,Away,12/18/21,TRUE
2022-02-01-18-virginia,BOSTON-COLLEGE,VIRGINIA,55,67,58.7,Away,2/1/22,TRUE
2021-11-24-13-campbell,CAMPBELL,MARYLAND-EASTERN-SHORE,66,55,58.7,Home,11/24/21,TRUE
2022-01-29-22-sacramento-state,SACRAMENTO-STATE,WEBER-STATE,59,79,58.7,Home,1/29/22,TRUE
2022-01-20-23-utah,UCLA,UTAH,63,58,58.7,Away,1/20/22,TRUE
2022-01-22-19-bellarmine,BELLARMINE,JACKSONVILLE,76,73,58.8,Home,1/22/22,TRUE
2022-01-21-19-duquesne,DUQUESNE,ST-BONAVENTURE,56,64,58.8,Home,1/21/22,TRUE
2022-02-05-17-radford,PRESBYTERIAN,RADFORD,78,70,58.8,Away,2/5/22,TRUE
2022-02-11-19-akron,AKRON,KENT-STATE,64,66,58.8,Home,2/11/22,TRUE
2022-03-03-19-bellarmine,BELLARMINE,FLORIDA-GULF-COAST,81,68,58.8,Home,3/3/22,TRUE
2022-03-03-19-bellarmine,FLORIDA-GULF-COAST,BELLARMINE,68,81,58.8,Away,3/3/22,TRUE
2022-01-25-22-san-jose-state,AIR-FORCE,SAN-JOSE-STATE,63,53,58.9,Away,1/25/22,TRUE
2021-12-28-21-boise-state,BOISE-STATE,FRESNO-STATE,65,55,58.9,Home,12/28/21,TRUE
2022-02-05-19-northern-kentucky,DETROIT-MERCY,NORTHERN-KENTUCKY,74,68,58.9,Away,2/5/22,TRUE
2022-01-27-22-sacramento-state,IDAHO-STATE,SACRAMENTO-STATE,60,61,58.9,Away,1/27/22,TRUE
2022-02-05-17-jacksonville-state,JACKSONVILLE-STATE,JACKSONVILLE,64,58,58.9,Home,2/5/22,TRUE
2021-11-29-20-texas,SAM-HOUSTON-STATE,TEXAS,57,73,58.9,Away,11/29/21,TRUE
2022-02-16-19-mercer,EAST-TENNESSEE-STATE,MERCER,56,65,58.9,Away,2/16/22,TRUE
2022-02-16-19-mercer,MERCER,EAST-TENNESSEE-STATE,65,56,58.9,Home,2/16/22,TRUE
2022-03-09-19-vermont,BINGHAMTON,VERMONT,42,74,58.9,Away,3/9/22,TRUE
2022-03-09-19-vermont,VERMONT,BINGHAMTON,74,42,58.9,Home,3/9/22,TRUE
2021-12-21-19-george-mason,AMERICAN,GEORGE-MASON,44,67,59,Away,12/21/21,TRUE
2021-11-23-17-bethune-cookman,BETHUNE-COOKMAN,LIBERTY,51,59,59,Neutral,11/23/21,TRUE
2021-12-21-19-utah,FRESNO-STATE,UTAH,50,55,59,Away,12/21/21,TRUE
2022-01-27-23-southern-california,SOUTHERN-CALIFORNIA,STANFORD,61,64,59,Home,1/27/22,TRUE
2022-02-12-18-jackson-state,FLORIDA-AM,JACKSON-STATE,56,60,59,Away,2/12/22,TRUE
2022-02-23-19-dayton,DAYTON,MASSACHUSETTS,82,61,59,Home,2/23/22,TRUE
2022-02-23-19-dayton,MASSACHUSETTS,DAYTON,61,82,59,Away,2/23/22,TRUE
2022-02-26-13-eastern-kentucky,BELLARMINE,EASTERN-KENTUCKY,58,72,59,Away,2/26/22,TRUE
2022-02-26-13-eastern-kentucky,EASTERN-KENTUCKY,BELLARMINE,72,58,59,Home,2/26/22,TRUE
2021-12-07-21-oklahoma,BUTLER,OKLAHOMA,66,62,59.1,Away,12/7/21,TRUE
2022-01-20-22-cal-state-bakersfield,CAL-STATE-BAKERSFIELD,HAWAII,59,63,59.1,Home,1/20/22,TRUE
2021-12-01-22-fresno-state,FRESNO-STATE,SAN-DIEGO,63,43,59.1,Home,12/1/21,TRUE
2022-02-10-23-loyola-marymount,BRIGHAM-YOUNG,LOYOLA-MARYMOUNT,83,82,59.1,Away,2/10/22,TRUE
2022-02-12-16-kentucky,FLORIDA,KENTUCKY,57,78,59.1,Away,2/12/22,TRUE
2022-02-26-13-central-connecticut-state,CENTRAL-CONNECTICUT-STATE,MOUNT-ST-MARYS,46,65,59.1,Home,2/26/22,TRUE
2022-02-26-13-central-connecticut-state,MOUNT-ST-MARYS,CENTRAL-CONNECTICUT-STATE,65,46,59.1,Away,2/26/22,TRUE
2022-01-11-22-fresno-state,FRESNO-STATE,SAN-JOSE-STATE,79,59,59.2,Home,1/11/22,TRUE
2021-12-14-20-northern-iowa,JACKSON-STATE,NORTHERN-IOWA,56,66,59.2,Away,12/14/21,TRUE
2021-12-11-16-north-texas,MASSACHUSETTS,NORTH-TEXAS,57,66,59.2,Neutral,12/11/21,TRUE
2022-02-15-21-texas-christian,IOWA-STATE,TEXAS-CHRISTIAN,54,51,59.2,Away,2/15/22,TRUE
2022-02-15-21-texas-christian,TEXAS-CHRISTIAN,IOWA-STATE,51,54,59.2,Home,2/15/22,TRUE
2022-02-07-20-north-texas,NORTH-TEXAS,TEXAS-EL-PASO,66,58,59.3,Home,2/7/22,TRUE
2022-02-12-16-virginia,GEORGIA-TECH,VIRGINIA,53,63,59.3,Away,2/12/22,TRUE
2022-03-03-19-illinois,ILLINOIS,PENN-STATE,60,55,59.3,Home,3/3/22,TRUE
2022-03-03-19-illinois,PENN-STATE,ILLINOIS,55,60,59.3,Away,3/3/22,TRUE
2022-03-05-20-samford,NORTH-CAROLINA-GREENSBORO,SAMFORD,64,66,59.3,Neutral,3/5/22,TRUE
2022-03-05-20-samford,SAMFORD,NORTH-CAROLINA-GREENSBORO,66,64,59.3,Neutral,3/5/22,TRUE
2022-03-09-20-penn-state,MINNESOTA,PENN-STATE,51,60,59.3,Neutral,3/9/22,TRUE
2022-03-09-20-penn-state,PENN-STATE,MINNESOTA,60,51,59.3,Neutral,3/9/22,TRUE
2022-03-10-23-san-diego-state,FRESNO-STATE,SAN-DIEGO-STATE,46,53,59.3,Neutral,3/10/22,TRUE
2022-03-10-23-san-diego-state,SAN-DIEGO-STATE,FRESNO-STATE,53,46,59.3,Neutral,3/10/22,TRUE
2021-11-24-13-appalachian-state,APPALACHIAN-STATE,VERMONT,63,65,59.4,Neutral,11/24/21,TRUE
2022-02-07-19-east-tennessee-state,EAST-TENNESSEE-STATE,FURMAN,75,71,59.4,Home,2/7/22,TRUE
2021-12-29-19-morehead-state,EASTERN-ILLINOIS,MOREHEAD-STATE,50,63,59.4,Away,12/29/21,TRUE
2022-02-05-22-saint-marys-ca,LOYOLA-MARYMOUNT,SAINT-MARYS-CA,60,71,59.4,Away,2/5/22,TRUE
2022-03-03-22-california-santa-barbara,CALIFORNIA-SANTA-BARBARA,HAWAII,67,60,59.4,Home,3/3/22,TRUE
2022-03-03-22-california-santa-barbara,HAWAII,CALIFORNIA-SANTA-BARBARA,60,67,59.4,Away,3/3/22,TRUE
2021-11-09-18-butler,BUTLER,IUPUI,56,47,59.5,Home,11/9/21,TRUE
2022-01-16-12-villanova,BUTLER,VILLANOVA,42,82,59.5,Away,1/16/22,TRUE
2022-01-29-17-texas-state,TEXAS-ARLINGTON,TEXAS-STATE,53,58,59.5,Away,1/29/22,TRUE
2022-02-26-20-grand-canyon,GRAND-CANYON,SAM-HOUSTON-STATE,67,41,59.5,Home,2/26/22,TRUE
2022-02-26-20-grand-canyon,SAM-HOUSTON-STATE,GRAND-CANYON,41,67,59.5,Away,2/26/22,TRUE
2022-03-11-21-villanova,CONNECTICUT,VILLANOVA,60,63,59.5,Neutral,3/11/22,TRUE
2022-03-11-21-villanova,VILLANOVA,CONNECTICUT,63,60,59.5,Neutral,3/11/22,TRUE
2022-01-16-14-american,AMERICAN,BUCKNELL,63,55,59.6,Home,1/16/22,TRUE
2022-01-22-13-florida,FLORIDA,VANDERBILT,61,42,59.6,Home,1/22/22,TRUE
2022-02-05-15-florida,FLORIDA,MISSISSIPPI,62,57,59.6,Home,2/5/22,TRUE
2022-01-05-19-north-carolina-greensboro,FURMAN,NORTH-CAROLINA-GREENSBORO,58,54,59.6,Away,1/5/22,TRUE
2021-11-23-19-merrimack,HARTFORD,MERRIMACK,60,75,59.6,Away,11/23/21,TRUE
2022-01-18-19-liberty,JACKSONVILLE,LIBERTY,49,88,59.6,Away,1/18/22,TRUE
2022-01-22-17-north-carolina-greensboro,NORTH-CAROLINA-GREENSBORO,SAMFORD,61,58,59.6,Home,1/22/22,TRUE
2022-01-19-19-north-carolina-state,NORTH-CAROLINA-STATE,VIRGINIA-TECH,59,62,59.6,Home,1/19/22,TRUE
2021-12-18-12-purdue,BUTLER,PURDUE,48,77,59.7,Neutral,12/18/21,TRUE
2021-12-22-16-california-santa-barbara,CALIFORNIA-SANTA-BARBARA,IDAHO-STATE,56,43,59.7,Home,12/22/21,TRUE
2022-01-16-13-wichita-state,CINCINNATI,WICHITA-STATE,61,57,59.7,Away,1/16/22,TRUE
2022-01-27-19-kennesaw-state,JACKSONVILLE-STATE,KENNESAW-STATE,70,64,59.7,Away,1/27/22,TRUE
2021-11-13-14-rutgers,MERRIMACK,RUTGERS,35,48,59.7,Away,11/13/21,TRUE
2022-02-05-17-virginia,MIAMI-FL,VIRGINIA,58,71,59.7,Away,2/5/22,TRUE
2022-02-23-19-navy,LOYOLA-MD,NAVY,50,52,59.7,Away,2/23/22,TRUE
2022-02-23-19-navy,NAVY,LOYOLA-MD,52,50,59.7,Home,2/23/22,TRUE
2021-11-13-12-notre-dame,CAL-STATE-NORTHRIDGE,NOTRE-DAME,52,68,59.8,Away,11/13/21,TRUE
2021-12-04-19-fresno-state,CAL-STATE-NORTHRIDGE,FRESNO-STATE,43,61,59.8,Away,12/4/21,TRUE
2022-02-07-20-idaho-state,IDAHO-STATE,MONTANA-STATE,54,72,59.8,Home,2/7/22,TRUE
2022-01-27-20-southern-mississippi,NORTH-TEXAS,SOUTHERN-MISSISSIPPI,63,54,59.8,Away,1/27/22,TRUE
2022-02-14-19-virginia-tech,VIRGINIA-TECH,VIRGINIA,62,53,59.8,Home,2/14/22,TRUE
2022-02-16-22-air-force,AIR-FORCE,BOISE-STATE,59,85,59.8,Home,2/16/22,TRUE
2022-02-16-22-air-force,BOISE-STATE,AIR-FORCE,85,59,59.8,Away,2/16/22,TRUE
2022-02-17-21-weber-state,SACRAMENTO-STATE,WEBER-STATE,50,65,59.8,Away,2/17/22,TRUE
2022-02-17-21-weber-state,WEBER-STATE,SACRAMENTO-STATE,65,50,59.8,Home,2/17/22,TRUE
2022-02-26-23-hawaii,CAL-STATE-BAKERSFIELD,HAWAII,50,62,59.8,Away,2/26/22,TRUE
2022-02-26-23-hawaii,HAWAII,CAL-STATE-BAKERSFIELD,62,50,59.8,Home,2/26/22,TRUE
2022-02-26-16-north-texas,LOUISIANA-TECH,NORTH-TEXAS,49,56,59.8,Away,2/26/22,TRUE
2022-02-26-16-north-texas,NORTH-TEXAS,LOUISIANA-TECH,56,49,59.8,Home,2/26/22,TRUE
2022-03-11-19-kent-state,KENT-STATE,OHIO,67,61,59.8,Neutral,3/11/22,TRUE
2022-03-11-19-kent-state,OHIO,KENT-STATE,61,67,59.8,Neutral,3/11/22,TRUE
2021-12-29-15-air-force,AIR-FORCE,UTAH-STATE,49,47,59.9,Home,12/29/21,TRUE
2022-01-18-21-boise-state,AIR-FORCE,BOISE-STATE,56,62,59.9,Away,1/18/22,TRUE
2022-01-22-15-georgia-southern,APPALACHIAN-STATE,GEORGIA-SOUTHERN,70,62,59.9,Away,1/22/22,TRUE
2021-11-26-21-boise-state,BOISE-STATE,CAL-STATE-BAKERSFIELD,39,46,59.9,Home,11/26/21,TRUE
2021-11-29-19-boston-college,BOSTON-COLLEGE,SOUTH-FLORIDA,64,49,59.9,Home,11/29/21,TRUE
2021-12-22-20-houston,HOUSTON,TEXAS-STATE,80,47,59.9,Home,12/22/21,TRUE
2021-11-21-16-virginia-tech,MERRIMACK,VIRGINIA-TECH,43,72,59.9,Away,11/21/21,TRUE
2022-01-22-18-north-texas,NORTH-TEXAS,OLD-DOMINION,69,56,59.9,Home,1/22/22,TRUE
2021-11-09-22-stanford,STANFORD,TARLETON-STATE,62,50,59.9,Home,11/9/21,TRUE
2022-02-23-19-virginia,DUKE,VIRGINIA,65,61,59.9,Away,2/23/22,TRUE
2022-02-23-19-virginia,VIRGINIA,DUKE,61,65,59.9,Home,2/23/22,TRUE
2022-03-01-22-california-santa-barbara,CAL-STATE-NORTHRIDGE,CALIFORNIA-SANTA-BARBARA,61,70,59.9,Away,3/1/22,TRUE
