ABILENE-CHRISTIAN,0.674164038777522
AIR-FORCE,2.245006796602406
AKRON,-9.273826193157799
ALABAMA-AM,-15.414649849019936
ALABAMA-BIRMINGHAM,4.423459699750781
ALABAMA-STATE,-12.425093121354106
ALABAMA,16.782182950154763
ALBANY-NY,-7.685550217742671
ALCORN-STATE,-8.558030537916046
AMERICAN,-11.771714404671956
APPALACHIAN-STATE,-1.5910931442796308
ARIZONA-STATE,15.41073764442365
ARIZONA,13.367218802811744
ARKANSAS-LITTLE-ROCK,-0.6869407128029661
ARKANSAS-PINE-BLUFF,-7.944348652350532
ARKANSAS-STATE,-4.0320867306926305
ARKANSAS,14.368332005235988
ARMY,-12.79769391644866
AUBURN,14.839112396110357
AUSTIN-PEAY,-8.814961240262889
BALL-STATE,-13.03713801723116
BAYLOR,24.037219319738004
BELLARMINE,-3.362811789112209
BELMONT,-6.069175124675361
BETHUNE-COOKMAN,-7.1226010705014025
BINGHAMTON,-8.129029604459356
BOISE-STATE,10.32325812092398
BOSTON-COLLEGE,7.01391060681632
BOSTON-UNIVERSITY,-12.325267434965529
BOWLING-GREEN-STATE,-5.482189378891299
BRADLEY,0.41556383592807067
BRIGHAM-YOUNG,5.486662307601423
BROWN,-4.48775188114123
BRYANT,-15.010279383904468
BUCKNELL,-10.724108794432112
BUFFALO,-4.459391981546698
BUTLER,7.765685082016341
CAL-POLY,-4.786533538357204
CAL-STATE-BAKERSFIELD,-5.160326560838365
CAL-STATE-FULLERTON,-2.7709867817780895
CAL-STATE-NORTHRIDGE,-1.437148085489231
CALIFORNIA-BAPTIST,-12.257320572488686
CALIFORNIA-DAVIS,-9.578622940611695
CALIFORNIA-IRVINE,-2.811396404577858
CALIFORNIA-RIVERSIDE,-3.09146819442591
CALIFORNIA-SAN-DIEGO,-5.047250599767287
CALIFORNIA-SANTA-BARBARA,-8.720366403735758
CALIFORNIA,6.979841437014184
CAMPBELL,-11.278009286031097
CANISIUS,-2.1330787100979696
CENTRAL-ARKANSAS,-2.8222436640333686
CENTRAL-CONNECTICUT-STATE,-11.239713500624411
CENTRAL-FLORIDA,5.871924249644419
CENTRAL-MICHIGAN,-3.1918504458704144
CHARLESTON-SOUTHERN,-5.51795182158624
CHARLOTTE,0.2858715665571345
CHATTANOOGA,1.0074968731955136
CHICAGO-STATE,-1.681700604269335
CINCINNATI,7.610426884854369
CITADEL,-2.634976433935726
CLEMSON,11.777686431987494
CLEVELAND-STATE,-8.45648954180869
COASTAL-CAROLINA,-4.7103071976586115
COLGATE,-15.153092321790101
COLLEGE-OF-CHARLESTON,-4.691752412538611
COLORADO-STATE,11.594640800318377
COLORADO,5.953876678176536
COLUMBIA,-5.296674943553386
CONNECTICUT,13.910703701945613
COPPIN-STATE,-7.100173283298076
CORNELL,-5.402152754211385
CREIGHTON,14.224898098652162
DARTMOUTH,-6.188733393736703
DAVIDSON,-0.2514469280608326
DAYTON,2.7103134858700453
DELAWARE-STATE,-7.233755252068739
DELAWARE,-3.2332740404297797
DENVER,-7.977893741348071
DEPAUL,10.836317588129454
DETROIT-MERCY,-5.62179433778475
DIXIE-STATE,-5.423629777792189
DRAKE,-0.5379878018047486
DREXEL,-2.0397305311323386
DUKE,10.7591684130369
DUQUESNE,3.687958359009651
EAST-CAROLINA,1.6486844244685432
EAST-TENNESSEE-STATE,-0.08844306855371897
EASTERN-ILLINOIS,-5.448319958734765
EASTERN-KENTUCKY,-5.005468762847303
EASTERN-MICHIGAN,-3.8216716317605073
EASTERN-WASHINGTON,-10.27018509926575
ELON,-0.7691915108214081
EVANSVILLE,0.9544234328542387
FAIRFIELD,-6.644365313034244
FAIRLEIGH-DICKINSON,-12.206978850715355
FLORIDA-AM,-12.1646176639246
FLORIDA-ATLANTIC,-2.522867726011952
FLORIDA-GULF-COAST,-5.319346146649725
FLORIDA-INTERNATIONAL,-4.758177512840735
FLORIDA-STATE,11.394490184751165
FLORIDA,13.965799484465263
FORDHAM,1.0359296459115621
FRESNO-STATE,1.4478150187440584
FURMAN,-0.13017804606701128
GARDNER-WEBB,-12.793487249722144
GEORGE-MASON,1.207136186150777
GEORGE-WASHINGTON,2.673238539375855
GEORGETOWN,9.557324647146034
GEORGIA-SOUTHERN,-2.1997844516677363
GEORGIA-STATE,-4.415257783140339
GEORGIA-TECH,8.596257056228747
GEORGIA,8.885027679139261
GONZAGA,12.904078773473497
GRAMBLING,-9.134158319538516
GRAND-CANYON,-2.564716170968649
GREEN-BAY,-8.15975583713285
HAMPTON,-7.572100894290639
HARTFORD,-10.38765578449161
HARVARD,-5.12393095848088
HAWAII,-7.143675379590909
HIGH-POINT,-6.042043576200455
HOFSTRA,-2.6073344257799747
HOLY-CROSS,-8.3989514111622
HOUSTON-BAPTIST,-10.068750529032156
HOUSTON,12.65593339979455
HOWARD,-10.308906616548025
IDAHO-STATE,-6.380589622763612
IDAHO,-8.40156976059831
ILLINOIS-CHICAGO,-8.90010123556773
ILLINOIS-STATE,-0.19940661798217346
ILLINOIS,12.957073610823233
INCARNATE-WORD,-6.558246017614932
INDIANA-STATE,0.8516839137596037
INDIANA,13.272440471915447
IONA,-4.054112313365635
IOWA-STATE,16.432322491608314
IOWA,18.082682637367284
IPFW,-13.208419612315355
IUPUI,-5.990500752282421
JACKSON-STATE,-10.007031067772187
JACKSONVILLE-STATE,-6.384465779410598
JACKSONVILLE,-9.766793037541603
JAMES-MADISON,-0.37913464009548153
KANSAS-STATE,8.537740250512657
KANSAS,20.259813487426932
KENNESAW-STATE,-3.592599239620389
