
index,team_abbr,opp_abbr,pf,pa,pace,location,datetime,true_pace

2021-12-28-21-boise-state,BOISE-STATE,fresno-state,65,55,58.9,Home,2021-12-28,True

2022-01-12-22-nevada,BOISE-STATE,nevada,85,70,75.6,Away,2022-01-12,True

2022-01-15-17-new-mexico,BOISE-STATE,new-mexico,71,63,67.4,Away,2022-01-15,True

2022-01-18-21-boise-state,BOISE-STATE,air-force,62,56,59.9,Home,2022-01-18,True

2022-01-20-21-utah-state,BOISE-STATE,utah-state,62,59,64.8,Away,2022-01-20,True

2022-01-22-21-san-diego-state,BOISE-STATE,san-diego-state,42,37,61.3,Away,2022-01-22,True

2022-01-25-21-boise-state,BOISE-STATE,wyoming,65,62,62.3,Home,2022-01-25,True

2022-01-28-23-fresno-state,BOISE-STATE,fresno-state,68,63,60.3,Away,2022-01-28,True

2022-02-03-21-wyoming,BOISE-STATE,wyoming,65,72,64.4,Away,2022-02-03,True

2022-02-05-18-boise-state,BOISE-STATE,san-jose-state,76,60,67.2,Home,2022-02-05,True

2021-11-09-20-boston-college,BOSTON-COLLEGE,dartmouth,73,57,63.5,Home,2021-11-09,True

2021-11-12-19-boston-college,BOSTON-COLLEGE,holy-cross,85,55,68.2,Home,2021-11-12,True

2021-11-14-16-boston-college,BOSTON-COLLEGE,fairfield,72,64,67.5,Home,2021-11-14,True

2021-11-17-18-rhode-island,BOSTON-COLLEGE,rhode-island,49,57,63.0,Away,2021-11-17,True

2021-11-20-17-boston-college,BOSTON-COLLEGE,utah,61,68,68.2,Neutral,2021-11-20,True

2021-11-21-17-rhode-island,BOSTON-COLLEGE,rhode-island,65,71,61.5,Neutral,2021-11-21,True

2021-11-26-14-boston-college,BOSTON-COLLEGE,columbia,73,60,65.8,Home,2021-11-26,True

2021-11-29-19-boston-college,BOSTON-COLLEGE,south-florida,64,49,59.9,Home,2021-11-29,True

2021-12-03-18-boston-college,BOSTON-COLLEGE,notre-dame,73,57,65.2,Home,2021-12-03,True

2021-12-11-17-saint-louis,BOSTON-COLLEGE,saint-louis,68,79,70.1,Away,2021-12-11,True

2021-12-13-20-boston-college,BOSTON-COLLEGE,albany-ny,57,61,60.8,Home,2021-12-13,True

2022-01-02-13-boston-college,BOSTON-COLLEGE,north-carolina,65,91,72.5,Home,2022-01-02,True

2022-01-08-16-pittsburgh,BOSTON-COLLEGE,pittsburgh,67,69,66.7,Away,2022-01-08,True

2022-01-12-21-boston-college,BOSTON-COLLEGE,georgia-tech,76,81,71.6,Home,2022-01-12,True

2022-01-15-18-clemson,BOSTON-COLLEGE,clemson,70,68,70.9,Away,2022-01-15,True

2022-01-19-19-louisville,BOSTON-COLLEGE,louisville,54,67,70.5,Away,2022-01-19,True

2022-01-22-12-boston-college,BOSTON-COLLEGE,virginia-tech,68,63,57.1,Home,2022-01-22,True

2022-01-24-18-wake-forest,BOSTON-COLLEGE,wake-forest,57,87,73.7,Away,2022-01-24,True

2022-01-26-19-north-carolina,BOSTON-COLLEGE,north-carolina,47,58,64.8,Away,2022-01-26,True

2022-01-30-16-boston-college,BOSTON-COLLEGE,pittsburgh,69,56,65.9,Home,2022-01-30,True

2022-02-01-18-virginia,BOSTON-COLLEGE,virginia,55,67,58.7,Away,2022-02-01,True

2022-02-08-20-boston-college,BOSTON-COLLEGE,syracuse,64,73,69.7,Home,2022-02-08,True

2021-11-09-19-rhode-island,BOSTON-UNIVERSITY,rhode-island,62,71,72.3,Away,2021-11-09,True

2021-11-12-17-boston-university,BOSTON-UNIVERSITY,Gordon,85,61,73.1,Home,2021-11-12,True

2021-11-16-19-northeastern,BOSTON-UNIVERSITY,northeastern,48,49,60.2,Away,2021-11-16,True

2021-11-18-19-hartford,BOSTON-UNIVERSITY,hartford,75,70,64.8,Away,2021-11-18,True

2021-11-21-12-boston-university,BOSTON-UNIVERSITY,northern-illinois,76,58,60.4,Neutral,2021-11-21,True

2021-11-22-13-boston-university,BOSTON-UNIVERSITY,sam-houston-state,72,59,65.5,Neutral,2021-11-22,True

2021-11-24-19-florida-state,BOSTON-UNIVERSITY,florida-state,80,81,66.2,Away,2021-11-24,True

2021-11-28-13-boston-university,BOSTON-UNIVERSITY,merrimack,61,60,56.2,Home,2021-11-28,True

2021-12-01-19-george-washington,BOSTON-UNIVERSITY,george-washington,56,54,63.5,Away,2021-12-01,True

2021-12-04-13-boston-university,BOSTON-UNIVERSITY,binghamton,68,63,63.3,Home,2021-12-04,True

2021-12-08-19-boston-university,BOSTON-UNIVERSITY,massachusetts-lowell,72,62,71.8,Home,2021-12-08,True

2021-12-11-18-dartmouth,BOSTON-UNIVERSITY,dartmouth,65,62,62.2,Away,2021-12-11,True

2021-12-18-17-boston-university,BOSTON-UNIVERSITY,marist,79,84,68.2,Home,2021-12-18,True

2022-01-01-13-boston-university,BOSTON-UNIVERSITY,bucknell,63,61,64.4,Home,2022-01-01,True

2022-01-04-19-navy,BOSTON-UNIVERSITY,navy,71,83,66.1,Away,2022-01-04,True

2022-01-07-17-boston-university,BOSTON-UNIVERSITY,loyola-md,58,66,64.7,Home,2022-01-07,True

2022-01-10-19-american,BOSTON-UNIVERSITY,american,79,53,65.8,Away,2022-01-10,True

2022-01-13-18-army,BOSTON-UNIVERSITY,army,63,73,69.0,Away,2022-01-13,True

2022-01-16-13-boston-university,BOSTON-UNIVERSITY,navy,65,72,64.5,Home,2022-01-16,True

2022-01-19-19-loyola-md,BOSTON-UNIVERSITY,loyola-md,67,50,61.4,Away,2022-01-19,True

2022-01-22-13-boston-university,BOSTON-UNIVERSITY,lehigh,80,74,64.9,Home,2022-01-22,True

2022-01-26-19-lafayette,BOSTON-UNIVERSITY,lafayette,81,62,65.1,Away,2022-01-26,True

2022-01-28-14-boston-university,BOSTON-UNIVERSITY,colgate,76,72,71.5,Home,2022-01-28,True

2022-01-31-19-boston-university,BOSTON-UNIVERSITY,holy-cross,70,75,65.5,Home,2022-01-31,True

2022-02-05-14-lehigh,BOSTON-UNIVERSITY,lehigh,80,74,64.8,Away,2022-02-05,True

2021-11-09-19-western-carolina,BOWLING-GREEN-STATE,western-carolina,71,79,75.2,Away,2021-11-09,True

2021-11-12-19-bowling-green-state,BOWLING-GREEN-STATE,Ohio Wesleyan,101,60,85.8,Home,2021-11-12,True

2021-11-15-18-ohio-state,BOWLING-GREEN-STATE,ohio-state,58,89,74.6,Away,2021-11-15,True

2021-11-19-17-bowling-green-state,BOWLING-GREEN-STATE,norfolk-state,84,90,77.1,Home,2021-11-19,True

2021-11-23-14-bowling-green-state,BOWLING-GREEN-STATE,milwaukee,82,68,69.1,Neutral,2021-11-23,True

2021-11-24-13-bowling-green-state,BOWLING-GREEN-STATE,southern-utah,73,87,74.3,Neutral,2021-11-24,True

2021-11-28-14-bowling-green-state,BOWLING-GREEN-STATE,chicago-state,75,57,78.8,Home,2021-11-28,True

2021-12-01-19-duquesne,BOWLING-GREEN-STATE,duquesne,78,70,70.5,Away,2021-12-01,True

2021-12-07-19-bowling-green-state,BOWLING-GREEN-STATE,oakland,73,72,76.3,Home,2021-12-07,True

2021-12-19-14-bowling-green-state,BOWLING-GREEN-STATE,robert-morris,100,74,80.6,Home,2021-12-19,True

2021-12-21-12-bowling-green-state,BOWLING-GREEN-STATE,Carlow,129,50,83.6,Home,2021-12-21,True

2022-01-01-18-ball-state,BOWLING-GREEN-STATE,ball-state,80,81,74.6,Away,2022-01-01,True

2022-01-05-19-buffalo,BOWLING-GREEN-STATE,buffalo,88,99,76.8,Away,2022-01-05,True

2022-01-08-17-bowling-green-state,BOWLING-GREEN-STATE,miami-oh,87,83,73.4,Home,2022-01-08,True

2022-01-11-19-ohio,BOWLING-GREEN-STATE,ohio,78,85,73.7,Away,2022-01-11,True

2022-01-15-17-bowling-green-state,BOWLING-GREEN-STATE,toledo,78,91,74.2,Home,2022-01-15,True

2022-01-18-20-northern-illinois,BOWLING-GREEN-STATE,northern-illinois,92,83,74.4,Away,2022-01-18,True

2022-01-20-19-bowling-green-state,BOWLING-GREEN-STATE,akron,66,91,68.4,Home,2022-01-20,True

2022-01-22-14-western-michigan,BOWLING-GREEN-STATE,western-michigan,82,75,73.8,Away,2022-01-22,True

2022-01-25-19-bowling-green-state,BOWLING-GREEN-STATE,eastern-michigan,85,71,72.1,Home,2022-01-25,True

2022-01-29-17-bowling-green-state,BOWLING-GREEN-STATE,kent-state,83,91,77.1,Home,2022-01-29,True

2022-02-01-19-central-michigan,BOWLING-GREEN-STATE,central-michigan,74,78,75.5,Away,2022-02-01,True

2022-02-05-17-bowling-green-state,BOWLING-GREEN-STATE,northern-illinois,87,65,73.8,Home,2022-02-05,True

2022-02-08-19-kent-state,BOWLING-GREEN-STATE,kent-state,68,76,78.8,Away,2022-02-08,True

2021-11-09-21-south-dakota-state,BRADLEY,south-dakota-state,65,81,81.5,Away,2021-11-09,True

2021-11-13-15-bradley,BRADLEY,howard,64,76,68.5,Home,2021-11-13,True

2021-11-16-20-bradley,BRADLEY,Missouri S&T,92,66,78.8,Home,2021-11-16,True

2021-11-19-13-colorado-state,BRADLEY,colorado-state,60,66,71.8,Neutral,2021-11-19,True

2021-11-20-15-brown,BRADLEY,brown,62,65,65.6,Neutral,2021-11-20,True

2021-11-22-13-duquesne,BRADLEY,duquesne,70,78,71.6,Neutral,2021-11-22,True

2021-11-27-15-bradley,BRADLEY,maine,71,39,65.5,Home,2021-11-27,True

2021-12-01-20-bradley,BRADLEY,northern-iowa,71,69,68.4,Home,2021-12-01,True

2021-12-04-15-bradley,BRADLEY,southern-illinois-edwardsville,80,55,75.8,Home,2021-12-04,True

2021-12-07-19-toledo,BRADLEY,toledo,65,67,66.3,Away,2021-12-07,True

2021-12-18-15-bradley,BRADLEY,saint-josephs,77,73,71.1,Home,2021-12-18,True

2021-12-21-19-sam-houston-state,BRADLEY,sam-houston-state,87,61,72.0,Neutral,2021-12-21,True

2021-12-22-20-texas-el-paso,BRADLEY,texas-el-paso,73,66,68.9,Neutral,2021-12-22,True

2022-01-02-13-indiana-state,BRADLEY,indiana-state,71,76,74.8,Away,2022-01-02,True

2022-01-05-21-bradley,BRADLEY,missouri-state,69,71,65.0,Home,2022-01-05,True

2022-01-08-16-loyola-il,BRADLEY,loyola-il,71,78,67.3,Away,2022-01-08,True

2022-01-12-20-bradley,BRADLEY,evansville,79,47,65.0,Home,2022-01-12,True

2022-01-16-20-illinois-state,BRADLEY,illinois-state,65,74,68.1,Away,2022-01-16,True

2022-01-19-20-drake,BRADLEY,drake,83,71,66.8,Away,2022-01-19,True

2022-01-22-20-bradley,BRADLEY,southern-illinois,70,62,65.3,Home,2022-01-22,True

2022-01-26-19-valparaiso,BRADLEY,valparaiso,71,56,63.2,Away,2022-01-26,True

2022-01-30-14-bradley,BRADLEY,indiana-state,67,52,71.6,Home,2022-01-30,True

2022-02-02-20-northern-iowa,BRADLEY,northern-iowa,65,78,71.8,Away,2022-02-02,True

2022-02-05-14-evansville,BRADLEY,evansville,76,41,61.7,Away,2022-02-05,True

2021-11-09-22-brigham-young,BRIGHAM-YOUNG,cleveland-state,69,59,65.6,Home,2021-11-09,True

2021-11-12-21-brigham-young,BRIGHAM-YOUNG,san-diego-state,66,60,68.5,Home,2021-11-12,True

2021-11-16-22-oregon,BRIGHAM-YOUNG,oregon,81,49,63.7,Neutral,2021-11-16,True

2021-11-20-21-brigham-young,BRIGHAM-YOUNG,Central Methodist,97,61,68.8,Home,2021-11-20,True

2021-11-24-21-brigham-young,BRIGHAM-YOUNG,texas-southern,81,64,74.1,Home,2021-11-24,True

2021-11-27-21-utah,BRIGHAM-YOUNG,utah,75,64,67.6,Away,2021-11-27,True

2021-12-01-21-utah-valley,BRIGHAM-YOUNG,utah-valley,65,72,71.4,Away,2021-12-01,True

2021-12-04-16-missouri-state,BRIGHAM-YOUNG,missouri-state,74,68,71.6,Away,2021-12-04,True

2021-12-08-21-brigham-young,BRIGHAM-YOUNG,utah-state,82,71,72.5,Home,2021-12-08,True

2021-12-11-12-creighton,BRIGHAM-YOUNG,creighton,71,83,72.8,Neutral,2021-12-11,True

2021-12-18-20-weber-state,BRIGHAM-YOUNG,weber-state,89,71,75.4,Away,2021-12-18,True

2021-12-22-21-south-florida,BRIGHAM-YOUNG,south-florida,54,39,60.0,Neutral,2021-12-22,True

2021-12-23-22-vanderbilt,BRIGHAM-YOUNG,vanderbilt,67,69,71.3,Neutral,2021-12-23,True

2021-12-25-18-brigham-young,BRIGHAM-YOUNG,liberty,80,75,69.1,Neutral,2021-12-25,True

2021-12-29-21-brigham-young,BRIGHAM-YOUNG,Westminster (UT),65,53,61.1,Home,2021-12-29,True

2022-01-06-21-brigham-young,BRIGHAM-YOUNG,pacific,73,51,67.7,Home,2022-01-06,True

2022-01-08-22-brigham-young,BRIGHAM-YOUNG,saint-marys-ca,52,43,64.5,Home,2022-01-08,True

2022-01-13-23-gonzaga,BRIGHAM-YOUNG,gonzaga,84,110,79.1,Away,2022-01-13,True

2022-01-15-23-san-francisco,BRIGHAM-YOUNG,san-francisco,71,69,72.9,Away,2022-01-15,True

2022-01-20-21-brigham-young,BRIGHAM-YOUNG,san-diego,79,71,68.2,Home,2022-01-20,True

2022-01-22-21-brigham-young,BRIGHAM-YOUNG,portland,78,65,67.4,Home,2022-01-22,True

2022-01-27-23-santa-clara,BRIGHAM-YOUNG,santa-clara,76,77,77.0,Away,2022-01-27,True

2022-01-29-21-pacific,BRIGHAM-YOUNG,pacific,73,76,74.4,Away,2022-01-29,True

2022-02-03-22-brigham-young,BRIGHAM-YOUNG,san-francisco,59,73,71.4,Home,2022-02-03,True

2022-02-05-22-brigham-young,BRIGHAM-YOUNG,gonzaga,57,90,82.8,Home,2022-02-05,True

2021-11-09-19-brown,BROWN,Salve Regina,89,59,71.2,Home,2021-11-09,True

2021-11-12-21-north-carolina,BROWN,north-carolina,87,94,71.8,Away,2021-11-12,True

2021-11-14-16-brown,BROWN,central-connecticut-state,75,57,68.4,Home,2021-11-14,True

2021-11-16-19-brown,BROWN,Johnson & Wales (RI),98,47,83.0,Home,2021-11-16,True

2021-11-19-15-creighton,BROWN,creighton,57,78,74.4,Neutral,2021-11-19,True

2021-11-20-15-brown,BROWN,bradley,65,62,65.6,Neutral,2021-11-20,True

2021-11-22-15-colorado,BROWN,colorado,52,54,67.0,Neutral,2021-11-22,True

2021-11-26-14-brown,BROWN,bryant,59,65,71.3,Home,2021-11-26,True

2021-11-28-16-quinnipiac,BROWN,quinnipiac,72,61,75.1,Away,2021-11-28,True

2021-12-01-19-massachusetts-lowell,BROWN,massachusetts-lowell,73,63,73.0,Away,2021-12-01,True

2021-12-05-14-brown,BROWN,sacred-heart,79,66,68.5,Home,2021-12-05,True

2021-12-07-19-merrimack,BROWN,merrimack,76,56,65.8,Away,2021-12-07,True

2021-12-10-19-brown,BROWN,vermont,65,70,69.1,Home,2021-12-10,True

2021-12-27-18-syracuse,BROWN,syracuse,62,93,76.1,Away,2021-12-27,True

2021-12-30-19-maryland,BROWN,maryland,67,81,72.1,Away,2021-12-30,True

2022-01-02-15-pennsylvania,BROWN,pennsylvania,73,77,73.5,Away,2022-01-02,True

2022-01-07-19-harvard,BROWN,harvard,84,73,69.5,Away,2022-01-07,True

2022-01-08-19-dartmouth,BROWN,dartmouth,46,58,63.7,Away,2022-01-08,True

2022-01-15-14-princeton,BROWN,princeton,74,76,66.9,Away,2022-01-15,True

2022-01-17-17-brown,BROWN,yale,63,66,70.1,Home,2022-01-17,True

2022-01-22-14-columbia,BROWN,columbia,93,74,77.0,Away,2022-01-22,True

2022-01-30-11-brown,BROWN,cornell,72,74,75.4,Home,2022-01-30,True

2022-02-04-19-brown,BROWN,harvard,50,65,66.2,Home,2022-02-04,True

2022-02-05-18-brown,BROWN,dartmouth,62,60,64.6,Home,2022-02-05,True

2021-11-09-19-bryant,BRYANT,Fisher College,122,54,93.1,Home,2021-11-09,True

2021-11-12-18-rhode-island,BRYANT,rhode-island,64,83,76.2,Away,2021-11-12,True

2021-11-15-19-clemson,BRYANT,clemson,70,93,67.9,Away,2021-11-15,True

2021-11-20-12-bryant,BRYANT,bethune-cookman,75,81,77.6,Neutral,2021-11-20,True

2021-11-21-12-holy-cross,BRYANT,holy-cross,78,62,73.7,Neutral,2021-11-21,True

2021-11-26-14-brown,BRYANT,brown,65,59,71.3,Away,2021-11-26,True

2021-11-28-16-bryant,BRYANT,dartmouth,61,63,64.1,Home,2021-11-28,True

2021-12-03-20-houston,BRYANT,houston,44,111,75.4,Away,2021-12-03,True

2021-12-05-19-cincinnati,BRYANT,cincinnati,58,73,71.9,Away,2021-12-05,True

2021-12-08-19-bryant,BRYANT,new-hampshire,76,59,63.0,Home,2021-12-08,True

2021-12-11-18-stony-brook,BRYANT,stony-brook,78,86,71.8,Away,2021-12-11,True

2021-12-29-19-central-connecticut-state,BRYANT,central-connecticut-state,80,76,78.0,Away,2021-12-29,True

2021-12-31-13-bryant,BRYANT,sacred-heart,85,82,72.8,Home,2021-12-31,True

2022-01-06-19-wagner,BRYANT,wagner,81,84,74.2,Away,2022-01-06,True

2022-01-15-13-bryant,BRYANT,mount-st-marys,73,66,73.7,Home,2022-01-15,True

2022-01-17-19-bryant,BRYANT,saint-francis-pa,82,52,72.2,Home,2022-01-17,True

2022-01-21-19-merrimack,BRYANT,merrimack,79,63,62.8,Away,2022-01-21,True

2022-01-23-13-bryant,BRYANT,st-francis-ny,85,68,78.8,Home,2022-01-23,True

2022-01-27-19-bryant,BRYANT,merrimack,76,67,70.1,Home,2022-01-27,True

2022-01-30-13-bryant,BRYANT,long-island-university,88,81,84.0,Home,2022-01-30,True

2022-02-03-19-saint-francis-pa,BRYANT,saint-francis-pa,89,82,82.7,Away,2022-02-03,True

2022-02-05-16-mount-st-marys,BRYANT,mount-st-marys,62,61,63.5,Away,2022-02-05,True

2021-11-09-20-north-carolina-state,BUCKNELL,north-carolina-state,70,88,74.2,Away,2021-11-09,True

2021-11-14-14-bucknell,BUCKNELL,pennsylvania,68,73,72.2,Home,2021-11-14,True

2021-11-17-19-bucknell,BUCKNELL,rider,81,74,78.1,Home,2021-11-17,True

2021-11-20-19-illinois-state,BUCKNELL,illinois-state,100,105,81.4,Away,2021-11-20,True

2021-11-23-15-mercer,BUCKNELL,mercer,68,78,72.1,Neutral,2021-11-23,True

2021-11-24-12-bucknell,BUCKNELL,rider,79,85,75.4,Neutral,2021-11-24,True

2021-11-28-14-bucknell,BUCKNELL,siena,65,56,61.3,Home,2021-11-28,True

2021-12-01-19-saint-francis-pa,BUCKNELL,saint-francis-pa,67,93,73.9,Away,2021-12-01,True

2021-12-04-14-hofstra,BUCKNELL,hofstra,69,88,67.8,Away,2021-12-04,True

2021-12-07-19-princeton,BUCKNELL,princeton,69,82,68.5,Away,2021-12-07,True

2021-12-18-14-bucknell,BUCKNELL,la-salle,82,70,72.7,Home,2021-12-18,True

2021-12-22-16-richmond,BUCKNELL,richmond,50,81,67.4,Away,2021-12-22,True

2022-01-01-13-boston-university,BUCKNELL,boston-university,61,63,64.4,Away,2022-01-01,True

2022-01-04-19-bucknell,BUCKNELL,army,89,96,72.2,Home,2022-01-04,True

2022-01-07-19-navy,BUCKNELL,navy,55,73,66.9,Away,2022-01-07,True

2022-01-10-19-loyola-md,BUCKNELL,loyola-md,67,71,68.0,Away,2022-01-10,True

2022-01-13-19-bucknell,BUCKNELL,lehigh,64,97,72.9,Home,2022-01-13,True

2022-01-16-14-american,BUCKNELL,american,55,63,59.6,Away,2022-01-16,True

2022-01-19-19-bucknell,BUCKNELL,colgate,56,75,66.3,Home,2022-01-19,True

2022-01-22-14-holy-cross,BUCKNELL,holy-cross,68,65,71.3,Away,2022-01-22,True

2022-01-26-19-bucknell,BUCKNELL,navy,63,81,68.4,Home,2022-01-26,True

2022-01-30-18-bucknell,BUCKNELL,loyola-md,82,80,65.4,Home,2022-01-30,True

2022-02-02-19-colgate,BUCKNELL,colgate,69,83,67.7,Away,2022-02-02,True

2022-02-05-14-lafayette,BUCKNELL,lafayette,72,74,65.2,Away,2022-02-05,True

2021-11-10-18-michigan,BUFFALO,michigan,76,88,74.9,Away,2021-11-10,True

2021-11-15-20-north-texas,BUFFALO,north-texas,69,66,65.8,Away,2021-11-15,True

2021-11-20-14-buffalo,BUFFALO,rider,87,65,79.5,Home,2021-11-20,True

2021-11-23-18-buffalo,BUFFALO,stephen-f-austin,78,79,77.4,Neutral,2021-11-23,True

2021-11-24-18-illinois-state,BUFFALO,illinois-state,106,90,80.2,Neutral,2021-11-24,True

2021-11-29-19-buffalo,BUFFALO,Point Park,94,49,78.6,Home,2021-11-29,True

2021-12-04-16-st-bonaventure,BUFFALO,st-bonaventure,65,68,72.5,Away,2021-12-04,True

2021-12-08-20-western-kentucky,BUFFALO,western-kentucky,77,67,69.6,Away,2021-12-08,True

2021-12-11-13-buffalo,BUFFALO,St. John Fisher,100,58,76.8,Home,2021-12-11,True

2021-12-18-17-canisius,BUFFALO,canisius,64,65,73.7,Away,2021-12-18,True

2021-12-29-16-buffalo,BUFFALO,miami-oh,81,91,81.3,Home,2021-12-29,True

2022-01-01-14-akron,BUFFALO,akron,76,88,73.5,Away,2022-01-01,True

2022-01-05-19-buffalo,BUFFALO,bowling-green-state,99,88,76.8,Home,2022-01-05,True

2022-01-11-19-western-michigan,BUFFALO,western-michigan,78,64,67.6,Away,2022-01-11,True

2022-01-14-18-ball-state,BUFFALO,ball-state,74,68,73.7,Away,2022-01-14,True

2022-01-21-20-buffalo,BUFFALO,kent-state,64,51,64.9,Home,2022-01-21,True

2022-01-25-19-toledo,BUFFALO,toledo,75,86,76.2,Away,2022-01-25,True

2022-01-28-19-buffalo,BUFFALO,ohio,53,74,64.8,Home,2022-01-28,True

2022-02-05-16-central-michigan,BUFFALO,central-michigan,74,54,71.8,Away,2022-02-05,True

2022-02-08-19-buffalo,BUFFALO,eastern-michigan,102,64,74.4,Home,2022-02-08,True

2021-11-09-18-butler,BUTLER,iupui,56,47,59.5,Home,2021-11-09,True

2021-11-12-18-butler,BUTLER,central-arkansas,85,53,65.6,Home,2021-11-12,True

2021-11-13-20-butler,BUTLER,troy,70,59,66.0,Home,2021-11-13,True

2021-11-17-19-butler,BUTLER,michigan-state,52,73,70.5,Home,2021-11-17,True

2021-11-22-16-houston,BUTLER,houston,52,70,63.3,Neutral,2021-11-22,True

2021-11-23-14-butler,BUTLER,texas-am,50,57,64.0,Neutral,2021-11-23,True

2021-11-24-21-butler,BUTLER,Chaminade,84,51,66.8,Neutral,2021-11-24,True

2021-11-30-17-butler,BUTLER,Saginaw Valley,68,57,64.8,Home,2021-11-30,True

2021-12-07-21-oklahoma,BUTLER,oklahoma,66,62,59.1,Away,2021-12-07,True

2021-12-11-16-butler,BUTLER,eastern-illinois,66,54,63.3,Home,2021-12-11,True

2021-12-18-12-purdue,BUTLER,purdue,48,77,59.7,Neutral,2021-12-18,True

2021-12-29-17-butler,BUTLER,depaul,63,59,68.8,Home,2021-12-29,True

2022-01-04-20-butler,BUTLER,seton-hall,56,71,67.4,Home,2022-01-04,True

2022-01-07-20-butler,BUTLER,xavier,72,87,63.0,Home,2022-01-07,True

2022-01-13-19-georgetown,BUTLER,georgetown,72,58,68.7,Away,2022-01-13,True

2022-01-16-12-villanova,BUTLER,villanova,42,82,59.5,Away,2022-01-16,True

2022-01-18-19-connecticut,BUTLER,connecticut,59,76,70.9,Away,2022-01-18,True

2022-01-20-21-butler,BUTLER,connecticut,56,75,68.1,Home,2022-01-20,True

2022-01-23-12-providence,BUTLER,providence,62,69,64.3,Away,2022-01-23,True

2022-01-26-18-butler,BUTLER,creighton,72,55,71.4,Home,2022-01-26,True

2022-01-29-12-butler,BUTLER,georgetown,56,53,70.3,Home,2022-01-29,True

2022-02-02-19-xavier,BUTLER,xavier,66,68,67.4,Away,2022-02-02,True

2022-02-05-12-butler,BUTLER,st-johns-ny,72,75,62.6,Home,2022-02-05,True

2022-02-08-21-creighton,BUTLER,creighton,52,54,65.1,Away,2022-02-08,True

2021-11-09-22-cal-poly,CAL-POLY,Westcliff,86,53,81.6,Home,2021-11-09,True

2021-11-12-17-cal-poly,CAL-POLY,north-dakota-state,57,60,64.2,Home,2021-11-12,True

2021-11-15-22-cal-poly,CAL-POLY,sacramento-state,57,58,63.0,Home,2021-11-15,True

2021-11-19-21-santa-clara,CAL-POLY,santa-clara,57,87,71.0,Away,2021-11-19,True

2021-11-22-15-nicholls-state,CAL-POLY,nicholls-state,72,75,69.0,Neutral,2021-11-22,True

2021-11-24-15-idaho,CAL-POLY,idaho,67,63,70.5,Neutral,2021-11-24,True

2021-12-02-22-california-baptist,CAL-POLY,california-baptist,55,64,61.2,Away,2021-12-02,True

2021-12-05-16-san-diego,CAL-POLY,san-diego,51,52,55.9,Away,2021-12-05,True

2021-12-11-22-portland-state,CAL-POLY,portland-state,61,58,69.7,Away,2021-12-11,True

2021-12-13-22-portland,CAL-POLY,portland,77,78,66.5,Away,2021-12-13,True

2021-12-17-22-fresno-state,CAL-POLY,fresno-state,48,83,61.9,Away,2021-12-17,True

2022-01-08-16-cal-state-northridge,CAL-POLY,cal-state-northridge,55,68,60.8,Away,2022-01-08,True

2022-01-13-22-cal-poly,CAL-POLY,california-riverside,46,57,65.2,Home,2022-01-13,True

2022-01-15-22-cal-poly,CAL-POLY,california-davis,82,74,70.0,Home,2022-01-15,True

2022-01-18-22-cal-state-bakersfield,CAL-POLY,cal-state-bakersfield,60,73,63.6,Away,2022-01-18,True

2022-01-22-22-cal-poly,CAL-POLY,hawaii,56,69,69.5,Home,2022-01-22,True

2022-01-27-22-california-san-diego,CAL-POLY,california-san-diego,59,55,75.4,Away,2022-01-27,True

2022-01-29-21-california-irvine,CAL-POLY,california-irvine,48,72,65.2,Away,2022-01-29,True

2022-02-03-22-cal-state-fullerton,CAL-POLY,cal-state-fullerton,50,61,67.3,Away,2022-02-03,True

2022-02-05-19-long-beach-state,CAL-POLY,long-beach-state,65,78,78.8,Away,2022-02-05,True

2021-11-09-23-ucla,CAL-STATE-BAKERSFIELD,ucla,58,95,78.1,Away,2021-11-09,True

2021-11-13-23-cal-state-bakersfield,CAL-STATE-BAKERSFIELD,Life Pacific,85,60,70.1,Home,2021-11-13,True

2021-11-18-20-northern-arizona,CAL-STATE-BAKERSFIELD,northern-arizona,64,74,69.5,Away,2021-11-18,True

2021-11-22-22-cal-state-bakersfield,CAL-STATE-BAKERSFIELD,Colorado College,99,54,79.0,Home,2021-11-22,True

2021-11-26-21-boise-state,CAL-STATE-BAKERSFIELD,boise-state,46,39,59.9,Away,2021-11-26,True

2021-12-03-22-cal-state-bakersfield,CAL-STATE-BAKERSFIELD,Benedictine (AZ),87,59,75.5,Home,2021-12-03,True

2021-12-11-22-cal-state-bakersfield,CAL-STATE-BAKERSFIELD,idaho,59,58,61.2,Home,2021-12-11,True

2021-12-15-20-abilene-christian,CAL-STATE-BAKERSFIELD,abilene-christian,59,69,75.8,Away,2021-12-15,True

2021-12-18-14-colorado,CAL-STATE-BAKERSFIELD,colorado,46,60,62.0,Away,2021-12-18,True

2021-12-21-17-cal-state-bakersfield,CAL-STATE-BAKERSFIELD,dartmouth,61,57,63.4,Home,2021-12-21,True

